Date,Open,High,Low,Close,Adj Close,Volume
2019-03-13,164.029999,169.800003,163.729996,168.619995,168.261185,19222500
2019-03-14,168.990005,169.470001,165.250000,165.559998,165.207718,12984600
2019-03-15,167.300003,171.529999,167.160004,169.809998,169.448654,16537100
2019-03-18,171.080002,173.250000,167.860001,168.949997,168.590485,12174800
2019-03-19,172.759995,177.500000,172.080002,175.710007,175.336105,21374300
2019-03-20,176.880005,179.029999,173.000000,174.399994,174.028885,17978700
2019-03-21,175.330002,185.000000,175.130005,183.940002,183.548599,20607800
2019-03-22,182.839996,184.800003,176.940002,177.500000,177.122299,18691100
2019-03-25,175.860001,178.449997,171.110001,173.779999,173.410202,13130300
2019-03-26,179.490005,181.750000,174.600006,176.869995,176.493622,17587700
2019-03-27,177.899994,179.770004,173.699997,176.500000,176.124420,11859300
2019-03-28,177.550003,179.899994,175.110001,177.250000,176.872833,12006600
2019-03-29,179.940002,180.539993,177.910004,179.559998,179.177917,11422400
2019-04-01,183.259995,183.500000,180.369995,182.279999,181.892120,12095600
2019-04-02,183.250000,184.789993,181.520004,183.000000,182.610596,11023000
2019-04-03,185.000000,191.000000,184.800003,188.619995,188.218643,19587600
2019-04-04,188.000000,189.970001,185.729996,188.259995,187.859390,11434400
2019-04-05,190.000000,191.649994,188.529999,190.949997,190.543671,12043600
2019-04-08,189.720001,192.800003,188.750000,191.789993,191.381897,10604800
2019-04-09,190.440002,190.889999,187.559998,189.259995,188.857269,10999300
2019-04-10,189.229996,193.139999,189.050003,192.100006,191.691238,11119300
2019-04-11,192.199997,193.470001,189.550003,191.539993,191.132416,9365000
2019-04-12,193.100006,193.259995,189.660004,190.009995,189.605682,11792700
2019-04-15,189.699997,189.899994,183.100006,184.699997,184.306976,11002300
2019-04-16,186.279999,188.970001,184.960007,188.210007,187.809509,9874100
2019-04-17,189.619995,190.460007,186.389999,187.289993,186.891464,8775100
2019-04-18,187.559998,188.929993,185.179993,186.300003,185.903580,9524700
2019-04-22,185.350006,189.100006,184.080002,188.470001,188.068954,6998400
2019-04-23,189.000000,191.929993,188.610001,190.669998,190.264267,8671400
2019-04-24,191.089996,192.809998,188.639999,191.169998,190.763214,7955100
2019-04-25,189.550003,190.449997,183.699997,186.910004,186.512268,12482400
2019-04-26,180.710007,180.889999,173.300003,178.089996,177.711029,21724700
2019-04-29,178.410004,180.449997,175.500000,179.330002,178.948410,9798000
2019-04-30,178.029999,182.029999,177.259995,181.000000,180.614853,9073000
2019-05-01,183.110001,184.809998,180.460007,180.470001,180.085983,8857000
2019-05-02,180.860001,184.869995,179.119995,183.190002,182.800186,9867100
2019-05-03,183.529999,183.929993,180.529999,183.009995,182.620575,8420600
2019-05-06,175.500000,180.339996,174.000000,179.850006,179.467300,10554400
2019-05-07,177.899994,177.899994,171.169998,173.110001,172.741638,13880500
2019-05-08,172.000000,177.149994,171.520004,173.919998,173.549911,10479200
2019-05-09,171.139999,171.529999,165.399994,170.190002,169.827866,16506200
2019-05-10,168.949997,171.589996,164.000000,168.820007,168.460770,14237500
2019-05-13,163.500000,164.429993,157.809998,158.449997,158.112839,16422800
2019-05-14,160.050003,163.460007,158.490005,162.039993,161.695190,13122000
2019-05-15,159.800003,161.050003,157.410004,159.580002,159.240433,12558000
2019-05-16,159.360001,161.910004,157.649994,160.190002,159.849136,19527200
2019-05-17,158.500000,163.710007,154.940002,156.529999,156.196915,25551700
2019-05-20,152.550003,154.770004,150.750000,151.750000,151.427094,14301600
2019-05-21,154.199997,155.699997,152.639999,155.059998,154.730042,9046200
2019-05-22,153.500000,154.550003,151.759995,152.199997,151.876129,8146700
2019-05-23,149.690002,149.690002,144.910004,147.320007,147.006516,14796100
2019-05-24,148.080002,149.500000,144.880005,145.149994,144.841141,8939600
2019-05-28,145.860001,147.179993,143.250000,143.330002,143.025024,10708900
2019-05-29,141.410004,142.820007,138.940002,140.339996,140.041367,13995000
2019-05-30,140.309998,141.750000,137.570007,139.110001,138.972427,9857500
2019-05-31,137.139999,139.850006,135.389999,135.460007,135.326050,9743000
2019-06-03,135.910004,137.470001,132.600006,133.779999,133.647705,11966100
2019-06-04,136.360001,143.210007,135.470001,143.000000,142.858582,16045900
2019-06-05,145.970001,146.190002,139.820007,141.279999,141.140289,12790400
2019-06-06,141.449997,144.770004,141.350006,143.779999,143.637817,10203500
2019-06-07,144.020004,146.880005,143.250000,145.500000,145.356110,8721400
2019-06-10,147.759995,151.190002,147.759995,148.429993,148.283203,10069500
2019-06-11,150.839996,152.360001,149.160004,150.750000,150.600922,9596800
2019-06-12,149.000000,149.250000,145.589996,146.199997,146.055420,8972300
2019-06-13,147.089996,149.000000,146.380005,148.259995,148.113373,7702000
2019-06-14,144.509995,145.490005,142.839996,144.639999,144.496964,9860700
2019-06-17,144.570007,146.520004,143.649994,145.029999,144.886581,6901000
2019-06-18,147.500000,155.110001,147.059998,152.880005,152.728821,14548000
2019-06-19,154.300003,154.759995,152.070007,153.119995,152.968582,8291100
2019-06-20,156.770004,157.330002,153.520004,154.100006,153.947617,8754200
2019-06-21,153.500000,155.479996,151.500000,151.759995,151.609924,10860700
2019-06-24,152.619995,153.850006,150.720001,152.660004,152.509033,7073700
2019-06-25,152.860001,155.880005,151.369995,151.479996,151.330200,7796700
2019-06-26,156.610001,161.720001,156.089996,159.259995,159.102509,14601800
2019-06-27,162.710007,164.000000,161.259995,163.229996,163.068573,11136000
2019-06-28,165.000000,165.369995,162.350006,164.229996,164.067581,9941700
2019-07-01,172.570007,173.949997,164.660004,166.169998,166.005676,17788300
2019-07-02,165.500000,166.350006,161.699997,162.229996,162.069565,10005700
2019-07-03,163.169998,163.399994,160.339996,162.750000,162.589050,6165900
2019-07-05,160.399994,160.580002,157.679993,160.229996,160.071548,9913800
2019-07-08,157.830002,158.589996,156.000000,157.210007,157.054535,8244700
2019-07-09,155.509995,158.440002,155.000000,157.309998,157.154434,8571500
2019-07-10,159.059998,162.369995,158.500000,160.059998,159.901718,11301900
2019-07-11,163.000000,167.919998,161.500000,166.279999,166.115570,17064000
2019-07-12,167.399994,170.470001,167.399994,167.610001,167.444244,12659800
2019-07-15,168.460007,169.110001,166.130005,167.270004,167.104584,7246000
2019-07-16,166.669998,168.169998,164.839996,167.080002,166.914780,8536100
2019-07-17,167.149994,169.990005,165.970001,169.710007,169.542175,8705100
2019-07-18,170.130005,172.710007,167.850006,170.179993,170.011703,11079500
2019-07-19,171.720001,171.979996,168.199997,168.440002,168.273438,8622400
2019-07-22,169.300003,171.839996,169.000000,171.320007,171.150589,7898500
2019-07-23,172.899994,175.740005,172.270004,175.660004,175.486298,10704400
2019-07-24,177.399994,178.889999,174.339996,178.660004,178.483322,9155900
2019-07-25,176.990005,177.500000,172.440002,173.380005,173.208542,9817500
2019-07-26,174.470001,176.949997,174.470001,175.070007,174.896881,6854000
2019-07-29,174.779999,175.470001,171.270004,174.820007,174.647125,6204000
2019-07-30,172.949997,175.940002,172.369995,175.449997,175.276489,4944300
2019-07-31,174.179993,174.220001,167.020004,168.720001,168.553146,8985400
2019-08-01,169.139999,172.779999,162.820007,164.919998,164.756912,10530300
2019-08-02,161.190002,163.979996,159.279999,161.190002,161.030609,10708700
2019-08-05,153.800003,153.850006,148.899994,150.789993,150.640884,14728900
2019-08-06,153.800003,155.630005,150.429993,152.350006,152.199341,9031800
2019-08-07,149.899994,154.369995,149.199997,153.889999,153.737823,9314000
2019-08-08,156.210007,158.309998,153.899994,158.259995,158.103485,7732500
2019-08-09,156.610001,156.750000,152.149994,154.179993,154.027527,8545400
2019-08-12,152.080002,154.179993,150.570007,151.449997,151.300232,6980000
2019-08-13,151.389999,157.899994,149.820007,156.050003,155.895691,8798900
2019-08-14,152.500000,152.949997,148.309998,150.070007,149.921600,10497000
2019-08-15,150.830002,151.630005,147.389999,148.770004,148.622879,11930000
2019-08-16,159.350006,161.539993,156.880005,159.559998,159.402206,25199000
2019-08-19,164.119995,171.419998,163.470001,170.779999,170.611115,20377800
2019-08-20,170.559998,170.580002,167.020004,167.869995,167.703995,11579700
2019-08-21,170.529999,173.449997,169.660004,171.229996,171.060669,10681100
2019-08-22,171.619995,173.330002,169.899994,171.479996,171.310425,7587200
2019-08-23,168.399994,170.589996,161.639999,162.440002,162.279358,14201400
2019-08-26,165.610001,166.580002,163.910004,165.449997,165.286377,7955200
2019-08-27,166.990005,167.100006,160.619995,161.800003,161.639999,7274200
2019-08-28,160.580002,163.339996,159.000000,161.220001,161.220001,6390300
2019-08-29,164.899994,168.300003,164.759995,167.000000,167.000000,8949400
2019-08-30,168.860001,170.860001,166.779999,167.509995,167.509995,7265400
2019-09-03,164.580002,165.910004,163.250000,164.169998,164.169998,7403500
2019-09-04,166.610001,169.059998,166.610001,168.759995,168.759995,5693200
2019-09-05,172.865005,179.990005,172.800003,179.740005,179.740005,16780439
